date,R_reserve_kwh,per_slot_q80_sum_kwh,inflation_ratio,load_mae_kw,pv_mae_kw,netload_mae_kw
2025-07-22,1714.9721467886018,5518.850755147405,3.2180410425217785,158.87008862566213,127.7518443106852,217.66726440671894
2025-07-23,1698.1906723606978,5527.98435176308,3.2552200655292074,152.15073806650537,169.81198075439747,240.50700755201686
2025-07-24,1681.4091979327916,5521.7828642280765,3.2840208504966144,167.20652111786433,173.6926251262421,248.92496119721707
2025-07-25,1664.6277235048879,5522.555215570077,3.317591757959125,143.5961465036329,127.15680986805559,225.5058811118542
2025-07-26,1647.8462490769816,5513.874174829046,3.346109613028258,160.01476925248173,125.35280274688664,217.74733005930884
2025-07-27,1632.4255057312948,5501.090026736242,3.3698873286544617,150.5987280284623,156.20168271530437,269.1027964140497
2025-07-28,1698.1906723606978,5524.825870435081,3.2533601558150598,161.41541404960742,166.77536130984595,277.9652838172826
2025-07-29,1743.8529977578728,5552.633399655213,3.1841178165788113,164.1119089523332,148.57275094029612,258.5388544965824
2025-07-30,1737.8033094871896,5560.455195128595,3.1997034214242785,140.92358352297194,138.71935060856666,227.4477743920067
2025-07-31,1731.7536212165055,5570.278292757803,3.216553570042399,157.38490655373514,122.24024529006637,231.818068886233
2025-08-01,1755.9523742992403,5573.73478328481,3.1741947360668923,157.30760110313238,309.5869318557216,377.1200162020962
2025-08-02,1749.902686028557,5566.66886330791,3.1811305324306858,151.58519287772572,269.61432161508634,364.36937375470535
2025-08-03,1743.8529977578728,5551.468510203427,3.1834498190736986,147.62969217480168,182.22100225941563,256.0132585246449
2025-08-04,1737.8033094871896,5543.310228875751,3.189837537201798,168.85621748143862,92.46179380859571,200.77391953352713
2025-08-05,1731.7536212165055,5545.416618822056,3.2021972126303773,165.17631627762296,153.8335868849068,235.11922853398983
2025-08-06,1714.9721467886018,5552.283542596666,3.237535695838374,171.11642365974305,140.02872286598367,247.1543143733164
2025-08-07,1749.902686028557,5565.142573819293,3.180258318506561,166.99336739216739,264.0086845914185,372.9753813000599
2025-08-08,1743.8529977578728,5556.957493263815,3.18659743705953,141.58685326627787,165.35920780179535,268.64876305403084
2025-08-09,1737.8033094871896,5555.154604650926,3.1966532543261197,144.26092504620135,129.16442998769764,206.86631726324634
2025-08-10,1731.7536212165055,5554.553636730869,3.207473377667292,158.77005387538395,154.59297568068763,242.91501617702073
2025-08-11,1755.9523742992403,5563.394671892713,3.168306130234844,156.31184717507304,150.02641731518887,262.12112449417845
2025-08-12,1749.902686028557,5572.779302527204,3.184622406160625,147.04133040641813,184.33398199759108,274.56533582293844
2025-08-13,1764.1007828745287,5592.373750334926,3.1700987860922467,146.66385815812023,127.20749313917115,235.08470481059805
2025-08-14,1763.051422722226,5602.9388097101255,3.177978099503729,173.86629304982313,173.99579090263873,292.1238598675883
2025-08-15,1767.2488633314363,5611.814905067056,3.175452547463088,170.40847743696852,235.64464568345252,359.9637582416714
2025-08-16,1766.1995031791337,5611.312412140335,3.177054688352054,156.03414850239454,180.97510320488553,269.0931783921616
2025-08-17,1765.1501430268313,5602.557551169459,3.173983569217713,159.2672151055422,178.61552116337327,271.2431734517209
2025-08-18,1764.1007828745287,5604.139565133908,3.1767683680759986,169.9397955935789,128.9744370172395,266.04676475496603
2025-08-19,1763.051422722226,5611.295091632708,3.1827177694957025,157.0858317241211,121.60862216022325,209.1348832787247
2025-08-20,1762.0020625699235,5604.650198289656,3.1808420190582156,159.7754314237807,211.30507845845855,300.58453363812635
2025-08-21,1766.1995031791337,5634.616387297389,3.1902491067148198,139.4274783885421,138.59719329714207,229.15019414700362
2025-08-22,1765.1501430268313,5623.013304506153,3.185572245352434,162.54462698289774,138.99726714103292,254.72650452922062
2025-08-23,1764.1007828745287,5630.839591640888,3.191903572802496,138.2109117917951,138.6778730850889,235.3127573169312
2025-08-24,1768.8686655793667,5652.5563335827,3.1955771751608752,163.41664714842625,177.61729711933106,297.65318771670314
2025-08-25,1767.2488633314363,5647.385996029036,3.195580494183011,133.07054950862178,197.6588472969627,273.59721853165394
2025-08-26,1766.1995031791337,5641.579453854976,3.194191507641246,155.2895221279175,126.36612237892076,215.51735433794255
2025-08-27,1765.1501430268313,5624.69848717743,3.1865269418568274,131.25538248933086,140.7851087548577,206.28085186182795
2025-08-28,1764.1007828745287,5625.135702306625,3.188670260176803,181.96480508100427,181.73925413711072,323.65267049840946
2025-08-29,1768.8686655793667,5653.1931441566285,3.1959371852545133,154.29865051972178,185.4150886013099,287.7303917482798
2025-08-30,1767.2488633314363,5640.386083881855,3.1916195850589926,161.10667788958952,261.3644970136508,374.61776946624354
2025-08-31,1766.1995031791337,5632.775817808455,3.189206999361929,154.17915995656958,132.5375037939466,243.5839366513131
2025-09-01,1765.1501430268313,5648.859757386022,3.200214882400605,517.5586928007617,174.91033554052143,664.272965255875
2025-09-02,1764.1007828745287,5625.876694399934,3.189090299723581,277.69768302273985,129.3647224889372,361.6691396375852
2025-09-03,1763.051422722226,5622.115087694372,3.1888548542807604,229.43614792414414,157.6823813093606,255.40505204139214
2025-09-04,1762.0020625699235,5617.470327336501,3.1881179067085097,236.03094716818157,170.8376712913728,309.5316311811678
2025-09-05,1755.9523742992403,5631.045169161962,3.2068325152663557,245.63205329081848,131.56664234540418,347.0164951207793
2025-09-06,1749.902686028557,5615.775812034133,3.209193206497249,248.3166282321769,241.14879331574048,480.2571351886993
2025-09-07,1743.8529977578728,5633.034501747252,3.2302232521834258,280.2455221015386,111.17785708557194,373.90356793662437
2025-09-08,1763.051422722226,5683.6476131046265,3.223756006123085,505.5256802371493,194.1613919581894,614.7959107382053
2025-09-09,1767.2488633314363,5754.327736627087,3.2560936130860587,309.4951237954496,168.6512908481683,328.874418130536
2025-09-10,1773.728072323158,5789.011438953994,3.2637536324109586,224.29146161652417,184.49702805034244,370.89851173637715
2025-09-11,1777.5904409645402,5829.567626064898,3.2794773710088756,158.3721515397056,281.93107814348014,358.59874084736356
2025-09-12,1776.8429188333894,5826.538065288063,3.279152030565289,136.54885368436985,151.70439591550164,246.6015401766475
2025-09-13,1776.0953967022388,5844.643539585538,3.2907261346645944,176.57041352624728,138.19805953347642,272.31775251599424
2025-09-14,1775.3478745710881,5832.460145703805,3.2852491780591944,162.50130013745783,96.16282632473056,226.2253641334456
2025-09-15,1778.3379630956908,5847.525021714779,3.2881966999880823,190.55556417472098,124.82417289347171,259.1244955482998
2025-09-16,1803.4145857183307,5866.6194039782695,3.2530619694647167,140.03403095054338,83.16161472702697,184.4170018515197
2025-09-17,1795.3048855545005,5861.464204061959,3.264885118524912,111.35017183120951,151.46507999606357,205.65800127643217
2025-09-18,1787.1951853906717,5865.19600006928,3.2817881605848096,124.61022820775644,119.26318347020889,195.7726412993816
2025-09-19,1819.6339860459886,5868.4022121153685,3.225045397655621,120.82330292172895,107.2358450306912,190.00895314101248
2025-09-20,1866.9863209776336,5873.75427248822,3.146115323122706,139.30978590659413,142.55567868420763,246.30888730237388
2025-09-21,1918.5771531860223,5887.479539308202,3.068669680305195,130.18853662105948,166.90982166330122,274.0885091941475
2025-09-22,1905.3262370275288,5879.604545957365,3.0858781198174485,147.36422820049714,74.60221494790369,176.023903885055
2025-09-23,1892.0753208690373,5868.541961723178,3.1016428875715873,136.34428557275396,86.06975350112556,174.7518651191591
2025-09-24,1878.8244047105438,5857.143956130001,3.11745149863133,133.63869450562186,141.7482430164894,237.12849316914227
2025-09-25,1866.9863209776336,5866.015380853487,3.1419701981436003,161.61559350045047,100.66911672140708,232.69084688229475
2025-09-26,1855.148237244723,5859.24650756478,3.1583710616392393,120.40063594726442,107.93309639547213,184.895857833258
2025-09-27,1843.310153511811,5851.503541824642,3.1744541365849686,153.34726125568335,169.40556498646916,282.64560298809306
2025-09-28,1892.0753208690373,5878.61875677651,3.1069686771647325,127.88133449770976,102.79192235192795,191.93937361024064
2025-09-29,1878.8244047105438,5870.670939231435,3.124651204504598,148.7239314480138,96.67708135105788,189.4596552759541
2025-09-30,1866.9863209776336,5854.783283426933,3.1359540333220646,125.64032303535957,170.43527816143276,233.97758282003088
